"site_name","water_class","SPEI_timescale","n_months","slope","r_squared","correlation"
"US-EKP","Saline","SPEI_36",13,-0.309606455307281,0.105019613412632,-0.324067297659965
"US-Elm","Freshwater","SPEI_36",43,0.0829167994655397,0.0912268432599696,0.302037817599005
"US-Esm","Freshwater","SPEI_36",50,0.0534983635528257,0.00636815806085294,0.0798007397262265
"US-Fo1","Freshwater","SPEI_36",7,0.00548893997276171,5.29588598133836e-08,0.000230127920542775
"US-GCE","Saline","SPEI_36",25,0.216721973749748,0.0654356692116496,0.255803966372004
"US-HB1","Saline","SPEI_36",47,0.255959070622226,0.146225487287878,0.382394413254009
"US-HB2","Upland","SPEI_36",47,0.399130409832615,0.163977104433194,0.404940865353441
"US-HB3","Upland","SPEI_36",40,0.162367735242636,0.0485519137542785,0.220344988039843
"US-KPL","Freshwater","SPEI_36",10,0.467078823946797,0.0447613096783935,0.211568687849581
"US-KS1","Upland","SPEI_36",8,-0.101607796792669,0.000593779502126393,-0.0243675912253631
"US-KS2","Upland","SPEI_36",46,-0.277276823886118,0.0186819793569129,-0.136682037433281
"US-KS3","Saline","SPEI_36",6,-2.66909156969335,0.650856429654998,-0.806756735115981
"US-KS4","Saline","SPEI_36",31,1.86019632756188,0.0371568148200409,0.192761030345972
"US-LA2","Freshwater","SPEI_36",37,-1.20797986181429,0.411538127865458,-0.64151237545776
"US-LA3","Saline","SPEI_36",25,0.0768029408350377,0.00276390119669541,0.0525728180402707
"US-MCP","Freshwater","SPEI_36",18,0.673274213682493,0.0305350365323155,0.174742772475189
"US-MRf","Upland","SPEI_36",41,0.149180345448499,0.000647957577344377,0.0254550108494257
"US-Myb","Freshwater","SPEI_36",82,0.114724924071022,0.129565953540383,0.359952710144517
"US-NC4","Freshwater","SPEI_36",78,-0.138148120584805,0.0583601851564218,-0.241578527929164
"US-NGC","Upland","SPEI_36",19,0.675731339172847,0.329154737223234,0.573720086124962
"US-ONA","Upland","SPEI_36",43,0.227462776202485,0.0178889362352973,0.133749527981587
"US-PAS","Upland","SPEI_36",11,1.36477634906715,0.439524444264974,0.662966397538348
"US-PHM","Saline","SPEI_36",32,0.13212393808304,0.124240531261904,0.352477703212422
"US-RRC","Freshwater","SPEI_36",20,-0.231266924590941,0.0579249811881225,-0.24067609184986
"US-SCg","Upland","SPEI_36",32,-0.499262203123446,0.0116161544879199,-0.107778265378136
"US-SCs","Upland","SPEI_36",17,-2.15354147137369,0.152996820029443,-0.391148079414233
"US-SO2","Upland","SPEI_36",27,-0.131697464627969,0.000593757241322159,-0.0243671344503649
"US-SO3","Upland","SPEI_36",26,0.64202052735428,0.0275334456110877,0.165932051186887
"US-SO4","Upland","SPEI_36",8,-4.05686149849265,0.303729187902656,-0.551116310684647
"US-Skr","Saline","SPEI_36",95,0.248783875157477,0.111896574259594,0.334509453169255
"US-Slt","Upland","SPEI_36",81,-0.834688619429284,0.212657986611555,-0.461148551566147
"US-Snd","Upland","SPEI_36",55,0.0385774888840078,0.0017007551437973,0.0412402127031045
"US-Sne","Freshwater","SPEI_36",33,-1.40637058031655,0.593813795778567,-0.770593145426669
"US-StJ","Saline","SPEI_36",30,-0.410148471217758,0.0226570692487494,-0.150522653606523
"US-TaS","Saline","SPEI_36",28,0.218583772574394,0.0833462240546809,0.288697461115751
"US-Tw1","Freshwater","SPEI_36",62,0.0486687493900412,0.0104705724349607,0.102325815095511
"US-Tw3","Freshwater","SPEI_36",35,-0.0774363083865405,0.0285365682695529,-0.16892770130903
"US-Tw4","Freshwater","SPEI_36",60,0.135535636124456,0.0399007102146725,0.199751621306743
"US-Tw5","Freshwater","SPEI_36",11,7.19251771667671,0.462547661279772,0.680108565803852
"US-Twt","Upland","SPEI_36",30,0.053047181800763,0.00298841604974721,0.0546664069584532
"US-xBA","Freshwater","SPEI_36",19,0.963164352290235,0.0371127190996184,0.192646617150726
"US-xSB","Upland","SPEI_36",43,-0.791370811646863,0.152075038916443,-0.389967997297782
"US-xSE","Upland","SPEI_36",42,-0.534393440313868,0.061403679206227,-0.247797657790034
"US-A03","Saline","SPEI_48",17,-0.926559194359172,0.0107396135934107,-0.103632106962132
"US-A10","Saline","SPEI_48",31,0.841682017935888,0.0965468991870619,0.310719969083195
"US-Atq","Freshwater","SPEI_48",26,-1.53137121040257,0.235205637029378,-0.484980037763801
"US-BWb","Upland","SPEI_48",10,0.0348661921268558,0.000701533107299516,0.0264864702687902
"US-Brw","Upland","SPEI_48",25,1.28969415891172,0.188933337372029,0.434664626317842
"US-CGG","Upland","SPEI_48",17,0.0646650255501906,9.15802593164232e-05,0.00956975753697171
"US-Ced","Upland","SPEI_48",58,0.00288900039002734,2.3928280037133e-05,0.00489165412075844
"US-Cms","Upland","SPEI_48",19,0.732838313114918,0.051313952496092,0.226525831851672
"US-Dix","Upland","SPEI_48",15,0.123828753312947,0.0075909558516492,0.0871260916812481
"US-Dmg","Freshwater","SPEI_48",25,-0.170242802750137,0.0546788819335217,-0.23383515974618
"US-EDN","Saline","SPEI_48",44,-0.237535178415902,0.0889745269178126,-0.298285981765507
"US-EKH","Saline","SPEI_48",15,0.145095443382494,0.00196444632003535,0.0443220748615785
"US-EKN","Saline","SPEI_48",6,-0.63013440789552,0.652806831209689,-0.807964622498838
"US-EKP","Saline","SPEI_48",13,-0.563334730518257,0.093473114980145,-0.305733732159448
"US-Elm","Freshwater","SPEI_48",43,0.144048910685229,0.197632718872982,0.444559016186808
"US-Esm","Freshwater","SPEI_48",50,0.038349347171041,0.00370907223963772,0.0609021529967349
"US-Fo1","Freshwater","SPEI_48",7,-7.6207678698132,0.129008297647436,-0.359177251016035
"US-GCE","Saline","SPEI_48",25,0.00281355779638479,3.39372071229834e-05,0.00582556496169974
"US-HB1","Saline","SPEI_48",47,0.471590272915975,0.135404896560237,0.367974043324032
"US-HB2","Upland","SPEI_48",47,0.462247936112653,0.0554957987314422,0.23557546292312
"US-HB3","Upland","SPEI_48",40,0.032960711219867,0.000543822214573784,0.0233199960243089
"US-KPL","Freshwater","SPEI_48",10,0.654223582851508,0.0761369257686787,0.275929204269281
"US-KS1","Upland","SPEI_48",8,1.58578171239941,0.113476456956587,0.336862667798892
"US-KS2","Upland","SPEI_48",46,-1.01671731457298,0.229533092366344,-0.479096120174589
"US-KS3","Saline","SPEI_48",6,-2.8332080533115,0.396648173563059,-0.62980010603608
"US-KS4","Saline","SPEI_48",31,-2.77639562940502,0.117634430525415,-0.342978761041285
"US-LA2","Freshwater","SPEI_48",37,-1.10887290594233,0.218707854516525,-0.467662115759364
"US-LA3","Saline","SPEI_48",25,-0.00783965556706056,5.90747551653899e-05,-0.00768601035423393
"US-MCP","Freshwater","SPEI_48",18,0.772842624081848,0.0337025972833233,0.18358267152246
"US-MRf","Upland","SPEI_48",41,-2.62723869163879,0.100056947675671,-0.316317795382541
"US-Myb","Freshwater","SPEI_48",82,0.167940784708278,0.219156355455012,0.468141384044406
"US-NC4","Freshwater","SPEI_48",78,-0.1413689429176,0.0723026150659005,-0.26889145591837
"US-NGC","Upland","SPEI_48",19,0.599129120159615,0.348414339028646,0.590266328896242
"US-ONA","Upland","SPEI_48",43,0.222144818521191,0.0113857656814345,0.106704103395486
"US-PAS","Upland","SPEI_48",11,0.97232620314828,0.425355612127333,0.65219292554223
"US-PHM","Saline","SPEI_48",32,0.123550864256667,0.0996743053042329,0.315712377496089
"US-RRC","Freshwater","SPEI_48",20,0.383297159293825,0.299997088626691,0.54771989979066
"US-SCg","Upland","SPEI_48",32,0.357339949550375,0.00535685117862034,0.0731905129003776
"US-SCs","Upland","SPEI_48",17,-1.40915442454309,0.0672616402264338,-0.259348491853016
"US-SO2","Upland","SPEI_48",27,1.15290161794553,0.0350997437649168,0.187349256109857
"US-SO3","Upland","SPEI_48",26,1.21274476960734,0.0953929888233123,0.308857554259747
"US-SO4","Upland","SPEI_48",8,-4.9712491802953,0.229304310711876,-0.478857296813859
"US-Skr","Saline","SPEI_48",95,0.3593120473208,0.217297327934444,0.466151614750442
"US-Slt","Upland","SPEI_48",81,-0.956149779855246,0.33957351336864,-0.582729365459336
"US-Snd","Upland","SPEI_48",55,0.106070323795243,0.00443281187306586,0.0665793652197576
"US-Sne","Freshwater","SPEI_48",33,-0.953681001894835,0.361798791611053,-0.60149712518935
"US-StJ","Saline","SPEI_48",30,-0.563304324842683,0.0564324561354323,-0.237555164404886
"US-TaS","Saline","SPEI_48",28,0.215213030668767,0.0380103383195497,0.194962402322986
"US-Tw1","Freshwater","SPEI_48",62,0.0689827869566141,0.018518580993765,0.136082993036474
"US-Tw3","Freshwater","SPEI_48",35,-0.0327565214469834,0.00405435021469758,-0.0636737796482788
"US-Tw4","Freshwater","SPEI_48",60,0.201615842210665,0.0754663975146806,0.274711480493045
"US-Tw5","Freshwater","SPEI_48",11,4.18268715297201,0.508501266728133,0.713092747633948
"US-Twt","Upland","SPEI_48",30,0.165831138238891,0.0193501642109323,0.139104867675191
"US-xBA","Freshwater","SPEI_48",19,1.14263260828384,0.0702824764772628,0.265108424002827
"US-xSB","Upland","SPEI_48",43,-0.643666374884857,0.115718763769229,-0.340174607766701
"US-xSE","Upland","SPEI_48",42,-0.322486335348672,0.0236648729756305,-0.15383391360695
