"metric","SPEI_timescale","water_class","coast_region","SPEI_value","month_f","site_name","model_group","decline_probability_5","decline_probability_5_lower","decline_probability_5_upper"
"WUE_T","SPEI_36","Upland","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_36",0.372239231196101,0.272337378984058,0.48439282831328
"WUE_ET","SPEI_48","Upland","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_48",0.495324996496699,0.363133687097392,0.628173159146216
"WUE_T","SPEI_48","Upland","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_48",0.442021923313942,0.313565586761763,0.578734794176378
"WUE_ET","SPEI_1","Freshwater","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_1",0.32856589219427,0.229946070203941,0.445037692607368
"WUE_T","SPEI_1","Freshwater","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_1",0.359414514753563,0.255081482749764,0.478982234196536
"WUE_ET","SPEI_3","Freshwater","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_3",0.327080410735328,0.228783132529158,0.443333375488824
"WUE_T","SPEI_3","Freshwater","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_3",0.328825346768785,0.224516346883362,0.453270050667261
"WUE_ET","SPEI_6","Freshwater","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_6",0.321795287128565,0.224604648108658,0.437322461855341
"WUE_T","SPEI_6","Freshwater","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_6",0.332929525299268,0.229464866755627,0.455469694681892
"WUE_ET","SPEI_12","Freshwater","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_12",0.330687217723985,0.231732548204294,0.447295754340213
"WUE_T","SPEI_12","Freshwater","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_12",0.317141444450717,0.215587679070317,0.439716516818896
"WUE_ET","SPEI_24","Freshwater","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_24",0.324022719698045,0.226331488451163,0.439904697190015
"WUE_T","SPEI_24","Freshwater","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_24",0.299494610902023,0.20157036178889,0.419968443819611
"WUE_ET","SPEI_36","Freshwater","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_36",0.434855222065248,0.300117123956492,0.579958396933311
"WUE_T","SPEI_36","Freshwater","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_36",0.362324634874924,0.257486304735827,0.482131942427191
"WUE_ET","SPEI_48","Freshwater","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_48",0.484663093034114,0.346791096581655,0.624909770214041
"WUE_T","SPEI_48","Freshwater","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_48",0.431526319553733,0.298485358649902,0.575241178811926
"WUE_ET","SPEI_1","Saline","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_1",0.353899337045189,0.271519319495324,0.445972311955385
"WUE_T","SPEI_1","Saline","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_1",0.385759947013997,0.299438266438468,0.479919090766516
"WUE_ET","SPEI_3","Saline","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_3",0.352359426887525,0.270190444922622,0.444304170072255
"WUE_T","SPEI_3","Saline","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_3",0.354168244258237,0.263843054743246,0.456250905738977
"WUE_ET","SPEI_6","Saline","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_6",0.346876390994704,0.265532971600046,0.438269116645917
"WUE_T","SPEI_6","Saline","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_6",0.358419818792412,0.269818184529678,0.457871829454645
"WUE_ET","SPEI_12","Saline","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_12",0.356097478296073,0.273501030769144,0.448247507524002
"WUE_T","SPEI_12","Saline","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_12",0.342042757948326,0.253950272246856,0.44256597597097
"WUE_ET","SPEI_24","Saline","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_24",0.349188046160999,0.267464145398235,0.440854820307057
"WUE_T","SPEI_24","Saline","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_24",0.323667085901704,0.238054773007745,0.422976584316165
"WUE_ET","SPEI_36","Saline","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_36",0.462735946785006,0.343938724700582,0.585920093463781
"WUE_T","SPEI_36","Saline","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_36",0.388753926910099,0.302042401834804,0.483127618434463
"WUE_ET","SPEI_48","Saline","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_48",0.512839376738266,0.394242893078496,0.630007617352583
"WUE_T","SPEI_48","Saline","Atlantic Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_48",0.459367096298371,0.342488821226323,0.580893186170735
"WUE_ET","SPEI_1","Upland","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_1",0.351772673170116,0.252180732252407,0.466177410049798
"WUE_T","SPEI_1","Upland","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_1",0.383555483594693,0.278865713763597,0.500281737340622
"WUE_ET","SPEI_3","Upland","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_3",0.350237000475567,0.250963186947727,0.464431840805413
"WUE_T","SPEI_3","Upland","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_3",0.352040844926556,0.24623953595411,0.474673925617742
"WUE_ET","SPEI_6","Upland","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_6",0.344769409717891,0.246482168445637,0.458406400169327
"WUE_T","SPEI_6","Upland","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_6",0.356280969749079,0.251535304400683,0.476855381083623
"WUE_ET","SPEI_12","Upland","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_12",0.353964841877423,0.25404770412253,0.468498510059836
"WUE_T","SPEI_12","Upland","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_12",0.339949854951135,0.236617241621301,0.461148565315459
"WUE_ET","SPEI_24","Upland","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_24",0.347074485204645,0.248266644716777,0.461086613379176
"WUE_T","SPEI_24","Upland","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_24",0.321631657267458,0.221619947842334,0.44119442236819
"WUE_ET","SPEI_36","Upland","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_36",0.460421326345123,0.32557093498062,0.601325941252651
"WUE_T","SPEI_36","Upland","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_36",0.386543121089903,0.281358744742588,0.503499609717143
"WUE_ET","SPEI_48","Upland","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_48",0.510512277325622,0.37401625152122,0.645458559916856
"WUE_T","SPEI_48","Upland","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_48",0.457054991587939,0.32373082533697,0.596829071564311
"WUE_ET","SPEI_1","Freshwater","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_1",0.342106130037744,0.243879415130259,0.456034275250195
"WUE_T","SPEI_1","Freshwater","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_1",0.373518817381324,0.270004195844734,0.490076448308494
"WUE_ET","SPEI_3","Freshwater","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_3",0.34059048447546,0.242673571093498,0.454315098533224
"WUE_T","SPEI_3","Freshwater","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_3",0.34237082473156,0.238044639699045,0.464543662152411
"WUE_ET","SPEI_6","Freshwater","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_6",0.335195799659548,0.238322473875906,0.448271533871157
"WUE_T","SPEI_6","Freshwater","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_6",0.346556772920159,0.243189881042029,0.466762050844342
"WUE_ET","SPEI_12","Freshwater","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_12",0.344270052008795,0.245736996911846,0.458305539344609
"WUE_T","SPEI_12","Freshwater","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_12",0.330442582491861,0.228621783088989,0.451092320599511
"WUE_ET","SPEI_24","Freshwater","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_24",0.337469833963817,0.240067815696662,0.450940309862516
"WUE_T","SPEI_24","Freshwater","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_24",0.312394218718814,0.213941481199399,0.431294684097108
"WUE_ET","SPEI_36","Freshwater","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_36",0.449841053547305,0.316043627679761,0.591311093758361
"WUE_T","SPEI_36","Freshwater","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_36",0.376476021550394,0.27248739320176,0.493243723437086
"WUE_ET","SPEI_48","Freshwater","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_48",0.499847246645311,0.363766682332796,0.635950444118894
"WUE_T","SPEI_48","Freshwater","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_48",0.44648806475046,0.314170914050392,0.586847934654093
"WUE_ET","SPEI_1","Saline","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_1",0.36791151369598,0.280385709115399,0.465100665968701
"WUE_T","SPEI_1","Saline","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_1",0.40025213044776,0.308827387161461,0.499194435996867
"WUE_ET","SPEI_3","Saline","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_3",0.366345203800006,0.279035604560336,0.463413971584529
"WUE_T","SPEI_3","Saline","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_3",0.368185000652396,0.272860602495949,0.475054467415295
"WUE_ET","SPEI_6","Saline","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_6",0.360765767215275,0.274281256265016,0.457335100281003
"WUE_T","SPEI_6","Saline","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_6",0.372507786013377,0.27879925898736,0.476886198608058
"WUE_ET","SPEI_12","Saline","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_12",0.370146827098471,0.282396571064259,0.467403988994245
"WUE_T","SPEI_12","Saline","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_12",0.355844039149012,0.262582067872661,0.461499978788503
"WUE_ET","SPEI_24","Saline","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_24",0.363118522330523,0.276186286888496,0.460022988047913
"WUE_T","SPEI_24","Saline","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_24",0.337106801418462,0.246297833613587,0.441772286908729
"WUE_ET","SPEI_36","Saline","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_36",0.47787015591106,0.354899452208224,0.603583074546197
"WUE_T","SPEI_36","Saline","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_36",0.403284739738727,0.311464971471478,0.502421216271293
"WUE_ET","SPEI_48","Saline","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_48",0.528001836038247,0.40546749909946,0.647252503871447
"WUE_T","SPEI_48","Saline","Pacific Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_48",0.474488431484799,0.353120435308345,0.598947359915189
"WUE_ET","SPEI_1","Upland","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_1",0.397766751780973,0.280127972236628,0.528536163251014
"WUE_T","SPEI_1","Upland","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_1",0.430942507853591,0.308544133590583,0.562403145986695
"WUE_ET","SPEI_3","Upland","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_3",0.396152999092892,0.27880327094796,0.526815453164455
"WUE_T","SPEI_3","Upland","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_3",0.398048455978758,0.274254704445934,0.536419252416261
"WUE_ET","SPEI_6","Upland","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_6",0.390399285678271,0.274025812841406,0.52074404752112
"WUE_T","SPEI_6","Upland","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_6",0.402498498729216,0.27982965119112,0.538716314692292
"WUE_ET","SPEI_12","Upland","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_12",0.400068648101092,0.282145399793686,0.530832414142015
"WUE_T","SPEI_12","Upland","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_12",0.385316971599835,0.26402804812145,0.522748234151117
"WUE_ET","SPEI_24","Upland","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_24",0.392826536092813,0.275985641170053,0.523375347854599
"WUE_T","SPEI_24","Upland","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_24",0.36590937395575,0.247843829812319,0.502633163750983
"WUE_ET","SPEI_36","Upland","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_36",0.509456534387268,0.359478944363589,0.657750952232356
"WUE_T","SPEI_36","Upland","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_36",0.434039365367681,0.311232507806753,0.565517341080636
"WUE_ET","SPEI_48","Upland","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_48",0.559351989940065,0.409757607450739,0.698893136991664
"WUE_T","SPEI_48","Upland","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_48",0.506067933787617,0.357571547919173,0.653501384669231
"WUE_ET","SPEI_1","Freshwater","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_1",0.387592029415996,0.258053754400997,0.53524598367479
"WUE_T","SPEI_1","Freshwater","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_1",0.420511716740845,0.285115703836325,0.569026260917543
"WUE_ET","SPEI_3","Freshwater","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_3",0.385993098586733,0.256780022917293,0.53354924853421
"WUE_T","SPEI_3","Freshwater","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_3",0.387871168712584,0.253078762706424,0.542328427817156
"WUE_ET","SPEI_6","Freshwater","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_6",0.380294014806625,0.252267072568172,0.527461483206421
"WUE_T","SPEI_6","Freshwater","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_6",0.392281580469547,0.25816449995017,0.544895518079402
"WUE_ET","SPEI_12","Freshwater","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_12",0.389873162836214,0.25998761475174,0.537514895783859
"WUE_T","SPEI_12","Freshwater","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_12",0.375262271376097,0.243329046762154,0.528743360708657
"WUE_ET","SPEI_24","Freshwater","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_24",0.382697879649914,0.254134236498276,0.530078039356832
"WUE_T","SPEI_24","Freshwater","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_24",0.356067745413052,0.228020424576987,0.508643601954275
"WUE_ET","SPEI_36","Freshwater","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_36",0.498791084515703,0.336112975502423,0.66172554187527
"WUE_T","SPEI_36","Freshwater","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_36",0.423589412702273,0.287718375722305,0.572089162884222
"WUE_ET","SPEI_48","Freshwater","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_48",0.548810613644795,0.384776294028694,0.702881302332474
"WUE_T","SPEI_48","Freshwater","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_48",0.495401781328156,0.334107853265254,0.65765851160005
"WUE_ET","SPEI_1","Saline","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_1",0.414665893986385,0.295684318090124,0.544510585666267
"WUE_T","SPEI_1","Saline","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_1",0.448202146270338,0.324965496283514,0.578146683158818
"WUE_ET","SPEI_3","Saline","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_3",0.413030601797267,0.294271021581558,0.542851643571626
"WUE_T","SPEI_3","Saline","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_3",0.414951320049407,0.289509578129359,0.552480838335272
"WUE_ET","SPEI_6","Saline","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_6",0.407197058967664,0.28936665753983,0.536766622692326
"WUE_T","SPEI_6","Saline","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_6",0.419458652026457,0.29526111801416,0.554773085335713
"WUE_ET","SPEI_12","Saline","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_12",0.416997870536118,0.297771148167786,0.546791350209421
"WUE_T","SPEI_12","Saline","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_12",0.402040288274315,0.278931149300591,0.538878235483487
"WUE_ET","SPEI_24","Saline","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_24",0.409658563767382,0.29140355555361,0.539374059224359
"WUE_T","SPEI_24","Saline","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_24",0.382314268992037,0.262063536943456,0.518940200281691
"WUE_ET","SPEI_36","Saline","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_36",0.526948861124931,0.376970147311726,0.672216790617923
"WUE_T","SPEI_36","Saline","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_36",0.451324664869138,0.327730990003809,0.581230214758289
"WUE_ET","SPEI_48","Saline","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_48",0.576543968547857,0.428093362809861,0.712352742235873
"WUE_T","SPEI_48","Saline","Gulf Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_48",0.523568093401504,0.375033041212885,0.668047905636212
"WUE_ET","SPEI_1","Upland","AK Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_1",0.35053287508937,0.272181695452655,0.437869317568182
"WUE_T","SPEI_1","Upland","AK Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_1",0.382269726973509,0.300144693393794,0.471719720032268
"WUE_ET","SPEI_3","Upland","AK Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_3",0.348999700794266,0.27091848152362,0.43612332798716
"WUE_T","SPEI_3","Upland","AK Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_3",0.350800613180649,0.264116082975422,0.448592277806647
"WUE_ET","SPEI_6","Upland","AK Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_6",0.343541213150676,0.266121203524074,0.430278828817508
"WUE_T","SPEI_6","Upland","AK Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_6",0.355033984991644,0.270139737868787,0.450152514267478
"WUE_ET","SPEI_12","Upland","AK Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_12",0.352721521698024,0.274080160718077,0.440242843422132
"WUE_T","SPEI_12","Upland","AK Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_12",0.338729951667186,0.254027025646255,0.435199132931283
"WUE_ET","SPEI_24","Upland","AK Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_24",0.345842411297679,0.268043430521775,0.432868310868436
"WUE_T","SPEI_24","Upland","AK Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_24",0.32044557525078,0.238092615002961,0.415740374682887
"WUE_ET","SPEI_36","Upland","AK Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_36",0.4590697880431,0.343420808329005,0.579302491737978
"WUE_T","SPEI_36","Upland","AK Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_36",0.385253608385277,0.302745323796533,0.474931749854709
"WUE_ET","SPEI_48","Upland","AK Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_48",0.509152447668533,0.39372668591798,0.623610551001614
"WUE_T","SPEI_48","Upland","AK Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_48",0.455704989321129,0.34195505868612,0.574271974769012
"WUE_ET","SPEI_1","Freshwater","AK Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_1",0.340882485159852,0.261561563785886,0.430242940839338
"WUE_T","SPEI_1","Freshwater","AK Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_1",0.372246388864676,0.288866808050192,0.463990072195084
"WUE_ET","SPEI_3","Freshwater","AK Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_3",0.339369464293915,0.260307837902066,0.428532377181849
"WUE_T","SPEI_3","Freshwater","AK Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_3",0.341146724030236,0.253860804573061,0.440717572628832
"WUE_ET","SPEI_6","Freshwater","AK Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_6",0.333984323960091,0.255672859371524,0.422661679595781
"WUE_T","SPEI_6","Freshwater","AK Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_6",0.345325564828307,0.259640241381036,0.44239156228839
"WUE_ET","SPEI_12","Freshwater","AK Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_12",0.343042703006155,0.263455329439621,0.432553095366421
"WUE_T","SPEI_12","Freshwater","AK Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_12",0.329239778127127,0.244000130009288,0.427421689752149
"WUE_ET","SPEI_24","Freshwater","AK Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_24",0.336254296443731,0.257549183277359,0.425235597690524
"WUE_T","SPEI_24","Freshwater","AK Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_24",0.311226573085036,0.228453861756585,0.408125428422335
"WUE_ET","SPEI_36","Freshwater","AK Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_36",0.448494757965818,0.332020101472722,0.570907299209735
"WUE_T","SPEI_36","Freshwater","AK Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_36",0.375199552349376,0.291463723212128,0.467131749710184
"WUE_ET","SPEI_48","Freshwater","AK Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_48",0.498486894710889,0.381485814682585,0.615653917525928
"WUE_T","SPEI_48","Freshwater","AK Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_48",0.445143684649207,0.330480882212997,0.565960013451696
"WUE_ET","SPEI_1","Saline","AK Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_1",0.366647007697177,0.306209178477059,0.431593004292889
"WUE_T","SPEI_1","Saline","AK Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_1",0.398946625927895,0.336067807752811,0.465344374719992
"WUE_ET","SPEI_3","Saline","AK Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_3",0.365082971838367,0.304791178603099,0.429925779616717
"WUE_T","SPEI_3","Saline","AK Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_3",0.366920100325245,0.294843281841641,0.445485330979144
"WUE_ET","SPEI_6","Saline","AK Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_6",0.359511852189541,0.299679280112865,0.424056863069107
"WUE_T","SPEI_6","Saline","AK Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_6",0.371236760742581,0.301915376953709,0.446298941292092
"WUE_ET","SPEI_12","Saline","AK Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_12",0.368879121914382,0.308247201740861,0.43395562214242
"WUE_T","SPEI_12","Saline","AK Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_12",0.354597741246007,0.284071070571853,0.432066931306272
"WUE_ET","SPEI_24","Saline","AK Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_24",0.361861058975277,0.301740976101923,0.426640727658185
"WUE_T","SPEI_24","Saline","AK Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_24",0.335891908572687,0.266616093829456,0.413030481490512
"WUE_ET","SPEI_36","Saline","AK Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_36",0.476512631011938,0.375181952760079,0.579814519532048
"WUE_T","SPEI_36","Saline","AK Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_36",0.401975973420937,0.33881174461815,0.468570680858849
"WUE_ET","SPEI_48","Saline","AK Coast",-2.16029186081791,"7","US-A03","WUE_ET__SPEI_48",0.52664554281546,0.427780847404174,0.623464032849094
"WUE_T","SPEI_48","Saline","AK Coast",-2.16029186081791,"7","US-A03","WUE_T__SPEI_48",0.473131808107543,0.373929936651621,0.57450144387466
"WUE_ET","SPEI_1","Upland","Atlantic Coast",-2.13759090586824,"7","US-A03","WUE_ET__SPEI_1",0.338046265714978,0.243767410890297,0.447224474836352
"WUE_T","SPEI_1","Upland","Atlantic Coast",-2.13759090586824,"7","US-A03","WUE_T__SPEI_1",0.369295758059155,0.269885059881865,0.481190730623046
