"metric","water_class","SPEI_value","month_f","site_name","SPEI_timescale","model_group","decline_probability_2_5","decline_probability_2_5_lower","decline_probability_2_5_upper"
"WUE_ET","Upland",-0.647530567039735,"7","US-A03","SPEI_48","WUE_ET",0.420372396743211,0.304266002779684,0.546013281702467
"WUE_T","Upland",-0.647530567039735,"7","US-A03","SPEI_48","WUE_T",0.442503995959848,0.327860605641594,0.563619678292534
"WUE_ET","Freshwater",-0.647530567039735,"7","US-A03","SPEI_48","WUE_ET",0.432924121139258,0.312402959968032,0.561942113619815
"WUE_T","Freshwater",-0.647530567039735,"7","US-A03","SPEI_48","WUE_T",0.455197579757792,0.336615915344081,0.579087425531881
"WUE_ET","Saline",-0.647530567039735,"7","US-A03","SPEI_48","WUE_ET",0.493881956884679,0.373538662474466,0.614938395467357
"WUE_T","Saline",-0.647530567039735,"7","US-A03","SPEI_48","WUE_T",0.516435482116566,0.399581354640562,0.631519496542437
"WUE_ET","Upland",-0.624560300839172,"7","US-A03","SPEI_48","WUE_ET",0.418390188549553,0.302612494504871,0.543915910837307
"WUE_T","Upland",-0.624560300839172,"7","US-A03","SPEI_48","WUE_T",0.442503282338943,0.327860208346544,0.56361869876191
"WUE_ET","Freshwater",-0.624560300839172,"7","US-A03","SPEI_48","WUE_ET",0.430926729059647,0.310714315659994,0.559871283022764
"WUE_T","Freshwater",-0.624560300839172,"7","US-A03","SPEI_48","WUE_T",0.455196862380547,0.336615512154282,0.579086455445619
"WUE_ET","Saline",-0.624560300839172,"7","US-A03","SPEI_48","WUE_ET",0.491847254996414,0.371690089219683,0.612953771120159
"WUE_T","Saline",-0.624560300839172,"7","US-A03","SPEI_48","WUE_T",0.516434759714131,0.399580906049215,0.631518585351624
"WUE_ET","Upland",-0.601590034638608,"7","US-A03","SPEI_48","WUE_ET",0.416433710307096,0.30098553592352,0.541838861277681
"WUE_T","Upland",-0.601590034638608,"7","US-A03","SPEI_48","WUE_T",0.442502575016359,0.327859810854237,0.563617732009544
"WUE_ET","Freshwater",-0.601590034638608,"7","US-A03","SPEI_48","WUE_ET",0.428954863943121,0.309052518550571,0.55782004822903
"WUE_T","Freshwater",-0.601590034638608,"7","US-A03","SPEI_48","WUE_T",0.455196151334725,0.336615109246572,0.579085497496714
"WUE_ET","Saline",-0.601590034638608,"7","US-A03","SPEI_48","WUE_ET",0.489836575237946,0.369869234506095,0.610986125294105
"WUE_T","Saline",-0.601590034638608,"7","US-A03","SPEI_48","WUE_T",0.516434043687218,0.399580457263821,0.631517686230042
"WUE_ET","Upland",-0.578619768438044,"7","US-A03","SPEI_48","WUE_ET",0.414504214441405,0.299386120179211,0.539783505365647
"WUE_T","Upland",-0.578619768438044,"7","US-A03","SPEI_48","WUE_T",0.442501874474402,0.327859413581067,0.56361677853244
"WUE_ET","Freshwater",-0.578619768438044,"7","US-A03","SPEI_48","WUE_ET",0.427009804007057,0.307418588469008,0.555789784054665
"WUE_T","Freshwater",-0.578619768438044,"7","US-A03","SPEI_48","WUE_T",0.45519544710517,0.336614707043069,0.57908455217752
"WUE_ET","Saline",-0.578619768438044,"7","US-A03","SPEI_48","WUE_ET",0.487851296514287,0.368077318845008,0.60903680231948
"WUE_T","Saline",-0.578619768438044,"7","US-A03","SPEI_48","WUE_T",0.516433334524074,0.39958000874895,0.631516799637039
"WUE_ET","Upland",-0.555649502237481,"7","US-A03","SPEI_48","WUE_ET",0.41260297826527,0.297815192975603,0.537751325857428
"WUE_T","Upland",-0.555649502237481,"7","US-A03","SPEI_48","WUE_T",0.442501181182122,0.327859016936866,0.563615838808501
"WUE_ET","Freshwater",-0.555649502237481,"7","US-A03","SPEI_48","WUE_ET",0.425092853357982,0.30581350060458,0.553781972484974
"WUE_T","Freshwater",-0.555649502237481,"7","US-A03","SPEI_48","WUE_T",0.455194750163404,0.336614305959528,0.579083619961154
"WUE_ET","Saline",-0.555649502237481,"7","US-A03","SPEI_48","WUE_ET",0.485892828404516,0.366315511578287,0.607107259237171
"WUE_T","Saline",-0.555649502237481,"7","US-A03","SPEI_48","WUE_T",0.516432632699533,0.399579560961717,0.631515926014192
"WUE_ET","Upland",-0.532679236036917,"7","US-A03","SPEI_48","WUE_ET",0.410731306026033,0.296273652062591,0.53574392226822
"WUE_T","Upland",-0.532679236036917,"7","US-A03","SPEI_48","WUE_T",0.442500495591873,0.327858621321401,0.563614913293571
"WUE_ET","Freshwater",-0.532679236036917,"7","US-A03","SPEI_48","WUE_ET",0.423205344045117,0.304238185280037,0.551798208619897
"WUE_T","Freshwater",-0.532679236036917,"7","US-A03","SPEI_48","WUE_T",0.455194060964165,0.336613906401858,0.579082701298484
"WUE_ET","Saline",-0.532679236036917,"7","US-A03","SPEI_48","WUE_ET",0.483962613219825,0.364584929793499,0.605199072446576
"WUE_T","Saline",-0.532679236036917,"7","US-A03","SPEI_48","WUE_T",0.516431938671524,0.399579114347848,0.63151506578263
"WUE_ET","Upland",-0.509708969836353,"7","US-A03","SPEI_48","WUE_ET",0.408890530796017,0.294762348156956,0.533763015173327
"WUE_T","Upland",-0.509708969836353,"7","US-A03","SPEI_48","WUE_T",0.442499818135894,0.327858227120805,0.563614002418597
"WUE_ET","Freshwater",-0.509708969836353,"7","US-A03","SPEI_48","WUE_ET",0.421348637955124,0.30269352913487,0.549840204639232
"WUE_T","Freshwater",-0.509708969836353,"7","US-A03","SPEI_48","WUE_T",0.455193379941966,0.336613508762581,0.579081796615238
"WUE_ET","Saline",-0.509708969836353,"7","US-A03","SPEI_48","WUE_ET",0.482062127895318,0.362886638879774,0.603313942355565
"WUE_T","Saline",-0.509708969836353,"7","US-A03","SPEI_48","WUE_T",0.516431252877616,0.399578669337675,0.631514219340456
"WUE_ET","Upland",-0.48673870363579,"7","US-A03","SPEI_48","WUE_ET",0.40708201131544,0.293282088450634,0.531810436931926
"WUE_T","Upland",-0.48673870363579,"7","US-A03","SPEI_48","WUE_T",0.442499149225072,0.327857834705675,0.563613106589294
"WUE_ET","Freshwater",-0.48673870363579,"7","US-A03","SPEI_48","WUE_ET",0.419524123613285,0.301180378495077,0.54790978077627
"WUE_T","Freshwater",-0.48673870363579,"7","US-A03","SPEI_48","WUE_T",0.455192707509861,0.336613113418924,0.579080906311651
"WUE_ET","Saline",-0.48673870363579,"7","US-A03","SPEI_48","WUE_ET",0.480192880655113,0.361221656116721,0.601453684806751
"WUE_T","Saline",-0.48673870363579,"7","US-A03","SPEI_48","WUE_T",0.516430575733762,0.399578226344027,0.631513387062479
"WUE_ET","Upland",-0.463768437435226,"7","US-A03","SPEI_48","WUE_ET",0.405307120864015,0.29183364512363,0.52988809965671
"WUE_T","Upland",-0.463768437435226,"7","US-A03","SPEI_48","WUE_T",0.442498489253212,0.327857444433666,0.563612226191763
"WUE_ET","Freshwater",-0.463768437435226,"7","US-A03","SPEI_48","WUE_ET",0.417733204933814,0.299699546986742,0.546008834628889
"WUE_T","Freshwater",-0.463768437435226,"7","US-A03","SPEI_48","WUE_T",0.455192044063728,0.336612720735336,0.579080030768147
"WUE_ET","Saline",-0.463768437435226,"7","US-A03","SPEI_48","WUE_ET",0.478356399382779,0.359590960159783,0.599620200172584
"WUE_T","Saline",-0.463768437435226,"7","US-A03","SPEI_48","WUE_T",0.516429907638626,0.399577785765159,0.631512569305413
"WUE_ET","Upland",-0.440798171234662,"7","US-A03","SPEI_48","WUE_ET",0.403567238024595,0.29041776444186,0.527997965849814
"WUE_T","Upland",-0.440798171234662,"7","US-A03","SPEI_48","WUE_T",0.442497838601314,0.327857056652487,0.563611361597667
"WUE_ET","Freshwater",-0.440798171234662,"7","US-A03","SPEI_48","WUE_ET",0.415977291864433,0.298251823821352,0.544139313012705
"WUE_T","Freshwater",-0.440798171234662,"7","US-A03","SPEI_48","WUE_T",0.455191389986576,0.336612331066435,0.579079170350579
"WUE_ET","Saline",-0.440798171234662,"7","US-A03","SPEI_48","WUE_ET",0.476554221858395,0.357995501231112,0.597815444784347
"WUE_T","Saline",-0.440798171234662,"7","US-A03","SPEI_48","WUE_T",0.516429248977907,0.39957734798815,0.631511766412655
"WUE_ET","Upland",-0.417827905034099,"7","US-A03","SPEI_48","WUE_ET",0.401863741587381,0.289035174442309,0.52614202884875
"WUE_T","Upland",-0.417827905034099,"7","US-A03","SPEI_48","WUE_T",0.442497197639848,0.327856671701589,0.563610513166896
"WUE_ET","Freshwater",-0.417827905034099,"7","US-A03","SPEI_48","WUE_ET",0.414257795198143,0.296837981001433,0.542303193140936
"WUE_T","Freshwater",-0.417827905034099,"7","US-A03","SPEI_48","WUE_T",0.455190745650828,0.336611944758645,0.579078325412938
"WUE_ET","Saline",-0.417827905034099,"7","US-A03","SPEI_48","WUE_ET",0.474787890213086,0.356436209678013,0.596041411733639
"WUE_T","Saline",-0.417827905034099,"7","US-A03","SPEI_48","WUE_T",0.516428600126649,0.399576913390797,0.631510978716745
"WUE_ET","Upland",-0.394857638833535,"7","US-A03","SPEI_48","WUE_ET",0.400198010651358,0.287686588753529,0.524322308429725
"WUE_T","Upland",-0.394857638833535,"7","US-A03","SPEI_48","WUE_T",0.442496566726468,0.327856289910193,0.563609681245197
"WUE_ET","Freshwater",-0.394857638833535,"7","US-A03","SPEI_48","WUE_ET",0.41257612662475,0.29545877721964,0.540502478146313
"WUE_T","Freshwater",-0.394857638833535,"7","US-A03","SPEI_48","WUE_T",0.455190111416022,0.336611562148234,0.579077496294972
"WUE_ET","Saline",-0.394857638833535,"7","US-A03","SPEI_48","WUE_ET",0.473058950732516,0.354914000015112,0.594300126431099
"WUE_T","Saline",-0.394857638833535,"7","US-A03","SPEI_48","WUE_T",0.51642796144692,0.399576482339424,0.631510206537168
"WUE_ET","Upland",-0.371887372632971,"7","US-A03","SPEI_48","WUE_ET",0.398571422935574,0.286372711063533,0.522540841763732
"WUE_T","Upland",-0.371887372632971,"7","US-A03","SPEI_48","WUE_T",0.442495946204765,0.327855911596101,0.563608866163021
"WUE_ET","Freshwater",-0.371887372632971,"7","US-A03","SPEI_48","WUE_ET",0.410933696972694,0.294114962248286,0.538739188165809
"WUE_T","Freshwater",-0.371887372632971,"7","US-A03","SPEI_48","WUE_T",0.455189487627557,0.336611183560097,0.57907668332105
"WUE_ET","Saline",-0.371887372632971,"7","US-A03","SPEI_48","WUE_ET",0.471368951785566,0.35342977575608,0.592593637565134
"WUE_T","Saline",-0.371887372632971,"7","US-A03","SPEI_48","WUE_T",0.516427333286548,0.399576055187548,0.631509450179299
"WUE_ET","Upland",-0.348917106432408,"7","US-A03","SPEI_48","WUE_ET",0.396985354300667,0.285094238423693,0.520799678144475
"WUE_T","Upland",-0.348917106432408,"7","US-A03","SPEI_48","WUE_T",0.442495336401495,0.327855537063184,0.563608068232802
"WUE_ET","Freshwater",-0.348917106432408,"7","US-A03","SPEI_48","WUE_ET",0.409331915669457,0.292807280321223,0.537015354962462
"WUE_T","Freshwater",-0.348917106432408,"7","US-A03","SPEI_48","WUE_T",0.455188874613916,0.336610809305246,0.579075886797434
"WUE_ET","Saline",-0.348917106432408,"7","US-A03","SPEI_48","WUE_ET",0.469719442987453,0.351984432888504,0.59092401171349
"WUE_T","Saline",-0.348917106432408,"7","US-A03","SPEI_48","WUE_T",0.516426715976327,0.399575632273085,0.63150870993189
"WUE_ET","Upland",-0.325946840231844,"7","US-A03","SPEI_48","WUE_ET",0.395441175197982,0.283851869863792,0.519100860660211
"WUE_T","Upland",-0.325946840231844,"7","US-A03","SPEI_48","WUE_T",0.44249473762935,0.327855166603599,0.563607287752001
"WUE_ET","Freshwater",-0.325946840231844,"7","US-A03","SPEI_48","WUE_ET",0.407772187095975,0.291536478298517,0.53533300426658
"WUE_T","Freshwater",-0.325946840231844,"7","US-A03","SPEI_48","WUE_T",0.455188272689437,0.336610439682989,0.579075107015369
"WUE_ET","Saline",-0.325946840231844,"7","US-A03","SPEI_48","WUE_ET",0.468111971146165,0.35057886960695,0.589293314925667
"WUE_T","Saline",-0.325946840231844,"7","US-A03","SPEI_48","WUE_T",0.516426109832811,0.399575213920835,0.63150798606988
"WUE_ET","Upland",-0.30297657403128,"7","US-A03","SPEI_48","WUE_ET",0.393940248533134,0.28264630591759,0.517446421736399
"WUE_T","Upland",-0.30297657403128,"7","US-A03","SPEI_48","WUE_T",0.44249415018225,0.327854800493467,0.563606524998544
"WUE_ET","Freshwater",-0.30297657403128,"7","US-A03","SPEI_48","WUE_ET",0.406255908364793,0.290303305337815,0.533694151034497
"WUE_T","Freshwater",-0.30297657403128,"7","US-A03","SPEI_48","WUE_T",0.455187682149589,0.336610074976581,0.579074344246517
"WUE_ET","Saline",-0.30297657403128,"7","US-A03","SPEI_48","WUE_ET",0.466548077649243,0.34921398543721,0.587703608126482
"WUE_T","Saline",-0.30297657403128,"7","US-A03","SPEI_48","WUE_T",0.516425515153548,0.399574800437666,0.631507278850181
"WUE_ET","Upland",-0.280006307830717,"7","US-A03","SPEI_48","WUE_ET",0.392483926623759,0.281478247159543,0.515838377955444
"WUE_T","Upland",-0.280006307830717,"7","US-A03","SPEI_48","WUE_T",0.442493574329844,0.327854438987694,0.563605780225639
"WUE_ET","Freshwater",-0.280006307830717,"7","US-A03","SPEI_48","WUE_ET",0.404784466179337,0.289108511584388,0.532100793945628
"WUE_T","Freshwater",-0.280006307830717,"7","US-A03","SPEI_48","WUE_T",0.455187103265443,0.336609715448011,0.5790735987378
"WUE_ET","Saline",-0.280006307830717,"7","US-A03","SPEI_48","WUE_ET",0.465029294881347,0.347890679193558,0.586156941827339
"WUE_T","Saline",-0.280006307830717,"7","US-A03","SPEI_48","WUE_T",0.516424932211519,0.399574392106737,0.631506588506916
"WUE_ET","Upland",-0.257036041630153,"7","US-A03","SPEI_48","WUE_ET",0.391073548993098,0.280348404706171,0.514278711776505
"WUE_T","Upland",-0.257036041630153,"7","US-A03","SPEI_48","WUE_T",0.44249301032139,0.327854082323207,0.563605053665907
"WUE_ET","Freshwater",-0.257036041630153,"7","US-A03","SPEI_48","WUE_ET",0.403359234533714,0.287952858194977,0.530554897827354
"WUE_T","Freshwater",-0.257036041630153,"7","US-A03","SPEI_48","WUE_T",0.455186536287572,0.336609361341212,0.579072870715554
"WUE_ET","Saline",-0.257036041630153,"7","US-A03","SPEI_48","WUE_ET",0.463557143487062,0.346609860937268,0.584655337433326
"WUE_T","Saline",-0.257036041630153,"7","US-A03","SPEI_48","WUE_T",0.516424361259065,0.399573989191126,0.63150591525522
"WUE_ET","Upland",-0.234065775429589,"7","US-A03","SPEI_48","WUE_ET",0.389710440145891,0.2792575084434,0.512769355793644
"WUE_T","Upland",-0.234065775429589,"7","US-A03","SPEI_48","WUE_T",0.442492458388782,0.3278537307215,0.563604345534559
"WUE_ET","Freshwater",-0.234065775429589,"7","US-A03","SPEI_48","WUE_ET",0.401981572391514,0.286837125161737,0.529058378470602
"WUE_T","Freshwater",-0.234065775429589,"7","US-A03","SPEI_48","WUE_T",0.455185981449093,0.336609012884587,0.579072160388746
"WUE_ET","Saline",-0.234065775429589,"7","US-A03","SPEI_48","WUE_ET",0.462133129594143,0.345372461331952,0.58320077100476
"WUE_T","Saline",-0.234065775429589,"7","US-A03","SPEI_48","WUE_T",0.516423802530947,0.399573591936692,0.63150525929416
"WUE_ET","Upland",-0.211095509229025,"7","US-A03","SPEI_48","WUE_ET",0.388395907478658,0.278206311442309,0.511312181843409
"WUE_T","Upland",-0.211095509229025,"7","US-A03","SPEI_48","WUE_T",0.442491918747171,0.327853384389069,0.563603656030166
"WUE_ET","Freshwater",-0.211095509229025,"7","US-A03","SPEI_48","WUE_ET",0.40065282149764,0.285762115510876,0.527613091973908
"WUE_T","Freshwater",-0.211095509229025,"7","US-A03","SPEI_48","WUE_T",0.455185438966291,0.336608670291409,0.579071467949774
"WUE_ET","Saline",-0.211095509229025,"7","US-A03","SPEI_48","WUE_ET",0.460758742157945,0.344179436568821,0.581795161837887
"WUE_T","Saline",-0.211095509229025,"7","US-A03","SPEI_48","WUE_T",0.516423256244976,0.399573200572571,0.631504620807442
"WUE_ET","Upland",-0.188125243028462,"7","US-A03","SPEI_48","WUE_ET",0.387131236731646,0.277195589043456,0.509908991503378
"WUE_T","Upland",-0.188125243028462,"7","US-A03","SPEI_48","WUE_T",0.442491391593257,0.327853043515535,0.563602985333338
"WUE_ET","Freshwater",-0.188125243028462,"7","US-A03","SPEI_48","WUE_ET",0.399374301702303,0.284728654242864,0.526220825273378
"WUE_T","Freshwater",-0.188125243028462,"7","US-A03","SPEI_48","WUE_T",0.455184909036903,0.336608333757902,0.579070793573189
"WUE_ET","Saline",-0.188125243028462,"7","US-A03","SPEI_48","WUE_ET",0.459435447715795,0.343031767089057,0.5804403625768
"WUE_T","Saline",-0.188125243028462,"7","US-A03","SPEI_48","WUE_T",0.516422722600286,0.399572815309101,0.631503999962192
"WUE_ET","Upland",-0.165154976827898,"7","US-A03","SPEI_48","WUE_ET",0.385917689251837,0.276226140076987,0.508561507730491
"WUE_T","Upland",-0.165154976827898,"7","US-A03","SPEI_48","WUE_T",0.442490877104972,0.327852708273113,0.563602333606694
"WUE_ET","Freshwater",-0.165154976827898,"7","US-A03","SPEI_48","WUE_ET",0.398147308112276,0.283737589394069,0.524883287863259
"WUE_T","Freshwater",-0.165154976827898,"7","US-A03","SPEI_48","WUE_T",0.455184391839802,0.336608003462662,0.57907013741569
"WUE_ET","Saline",-0.165154976827898,"7","US-A03","SPEI_48","WUE_ET",0.458164687012253,0.341930458789924,0.579138150294121
"WUE_T","Saline",-0.165154976827898,"7","US-A03","SPEI_48","WUE_T",0.516422201777014,0.399572436337243,0.631503396908928
"WUE_ET","Upland",-0.142184710627335,"7","US-A03","SPEI_48","WUE_ET",0.384756500054004,0.275298789499191,0.507271366405525
"WUE_T","Upland",-0.142184710627335,"7","US-A03","SPEI_48","WUE_T",0.442490375442981,0.327852378817727,0.563601700996596
"WUE_ET","Freshwater",-0.142184710627335,"7","US-A03","SPEI_48","WUE_ET",0.39697310904714,0.282789794437459,0.523602103543898
"WUE_T","Freshwater",-0.142184710627335,"7","US-A03","SPEI_48","WUE_T",0.4551838875365,0.336607679567753,0.5790694996179
"WUE_ET","Saline",-0.142184710627335,"7","US-A03","SPEI_48","WUE_ET",0.456947872446553,0.340876545905923,0.577890217358224
"WUE_T","Saline",-0.142184710627335,"7","US-A03","SPEI_48","WUE_T",0.516421693937813,0.39957206382984,0.631502811783155
"WUE_ET","Upland",-0.119214444426771,"7","US-A03","SPEI_48","WUE_ET",0.383648871868072,0.274414383200778,0.506040109218513
"WUE_T","Upland",-0.119214444426771,"7","US-A03","SPEI_48","WUE_T",0.442489886748776,0.327852055286764,0.56360108763187
"WUE_ET","Freshwater",-0.119214444426771,"7","US-A03","SPEI_48","WUE_ET",0.395852939935074,0.28188616294292,0.522378803239595
"WUE_T","Freshwater",-0.119214444426771,"7","US-A03","SPEI_48","WUE_T",0.455183396269236,0.336607362216389,0.579068880303131
"WUE_ET","Saline",-0.119214444426771,"7","US-A03","SPEI_48","WUE_ET",0.455786381301445,0.339871084756247,0.576698163926311
"WUE_T","Saline",-0.119214444426771,"7","US-A03","SPEI_48","WUE_T",0.51642119922593,0.39957169793913,0.631502244704199
"WUE_ET","Upland",-0.0962441782262071,"7","US-A03","SPEI_48","WUE_ET",0.38259596391057,0.273573775506652,0.504869174656345
"WUE_T","Upland",-0.0962441782262071,"7","US-A03","SPEI_48","WUE_T",0.4424894111409,0.327851737794721,0.563600493621124
"WUE_ET","Freshwater",-0.0962441782262071,"7","US-A03","SPEI_48","WUE_ET",0.394787991868743,0.281027595862767,0.521214815849165
"WUE_T","Freshwater",-0.0962441782262071,"7","US-A03","SPEI_48","WUE_T",0.455182918157179,0.33660705152846,0.5790682795748
"WUE_ET","Saline",-0.0962441782262071,"7","US-A03","SPEI_48","WUE_ET",0.454681543411921,0.338915138966369,0.575563488855464
"WUE_T","Saline",-0.0962441782262071,"7","US-A03","SPEI_48","WUE_T",0.51642071776138,0.399571338791938,0.631501695772736
"WUE_ET","Upland",-0.0732739120256438,"7","US-A03","SPEI_48","WUE_ET",0.38159888015666,0.27277781565717,0.503759889330983
"WUE_T","Upland",-0.0732739120256438,"7","US-A03","SPEI_48","WUE_T",0.442488948711605,0.327851426429209,0.563599919050551
"WUE_ET","Freshwater",-0.0732739120256438,"7","US-A03","SPEI_48","WUE_ET",0.393779399650157,0.280214987762996,0.520111459452408
"WUE_T","Freshwater",-0.0732739120256438,"7","US-A03","SPEI_48","WUE_T",0.455182453293069,0.336606747596407,0.579067697514334
"WUE_ET","Saline",-0.0732739120256438,"7","US-A03","SPEI_48","WUE_ET",0.453634628272278,0.338009763471899,0.574487580961763
"WUE_T","Saline",-0.0732739120256438,"7","US-A03","SPEI_48","WUE_T",0.51642024963756,0.399570986485247,0.631501165068781
"WUE_ET","Upland",-0.0503036458250801,"7","US-A03","SPEI_48","WUE_ET",0.380658675103563,0.272027356222919,0.502713468836267
"WUE_T","Upland",-0.0503036458250801,"7","US-A03","SPEI_48","WUE_T",0.442488499531718,0.327851121255556,0.563599363988493
"WUE_ET","Freshwater",-0.0503036458250801,"7","US-A03","SPEI_48","WUE_ET",0.392828247526867,0.279449235134988,0.519069942302097
"WUE_T","Freshwater",-0.0503036458250801,"7","US-A03","SPEI_48","WUE_T",0.455182001748107,0.336606450489875,0.579067134185704
"WUE_ET","Saline",-0.0503036458250801,"7","US-A03","SPEI_48","WUE_ET",0.452646850495559,0.337156014060351,0.573471718697646
"WUE_T","Saline",-0.0503036458250801,"7","US-A03","SPEI_48","WUE_T",0.516419794926182,0.399570641091333,0.631500652655899
"WUE_ET","Upland",-0.0273333796245163,"7","US-A03","SPEI_48","WUE_ET",0.379776353767785,0.271323253038722,0.50173101713952
"WUE_T","Upland",-0.0273333796245163,"7","US-A03","SPEI_48","WUE_T",0.442488063653083,0.327850822318839,0.563598828488039
"WUE_ET","Freshwater",-0.0273333796245163,"7","US-A03","SPEI_48","WUE_ET",0.391935569100779,0.278731236185201,0.518091362242818
"WUE_T","Freshwater",-0.0273333796245163,"7","US-A03","SPEI_48","WUE_T",0.455181563574413,0.336606160257731,0.579066589638046
"WUE_ET","Saline",-0.0273333796245163,"7","US-A03","SPEI_48","WUE_ET",0.451719369250578,0.336354947064786,0.572517068762051
"WUE_T","Saline",-0.0273333796245163,"7","US-A03","SPEI_48","WUE_T",0.51641935367974,0.399570302660041,0.631500158583595
"WUE_ET","Upland",-0.00436311342395257,"7","US-A03","SPEI_48","WUE_ET",0.37895287347182,0.270666365669954,0.500813529199914
"WUE_T","Upland",-0.00436311342395257,"7","US-A03","SPEI_48","WUE_T",0.442487641110712,0.327850529645762,0.563598312589223
"WUE_ET","Freshwater",-0.00436311342395257,"7","US-A03","SPEI_48","WUE_ET",0.391102349050978,0.278061891260618,0.517176709245869
"WUE_T","Freshwater",-0.00436311342395257,"7","US-A03","SPEI_48","WUE_T",0.455181138807184,0.336605876929953,0.579066063907852
"WUE_ET","Saline",-0.00436311342395257,"7","US-A03","SPEI_48","WUE_ET",0.450853289600853,0.335607619663787,0.571624687902615
"WUE_T","Saline",-0.00436311342395257,"7","US-A03","SPEI_48","WUE_T",0.516418925933688,0.399569971220875,0.631499682889345
"WUE_ET","Upland",0.0186071527766112,"7","US-A03","SPEI_48","WUE_ET",0.378189147088411,0.270057558802557,0.499961895629642
"WUE_T","Upland",0.0186071527766112,"7","US-A03","SPEI_48","WUE_T",0.442487231925486,0.327850243247107,0.563597816321667
"WUE_ET","Freshwater",0.0186071527766112,"7","US-A03","SPEI_48","WUE_ET",0.390329526335824,0.277442104234113,0.516326869971218
"WUE_T","Freshwater",0.0186071527766112,"7","US-A03","SPEI_48","WUE_T",0.455180727467414,0.336605600520103,0.579065557021605
"WUE_ET","Saline",0.0186071527766112,"7","US-A03","SPEI_48","WUE_ET",0.450049665403681,0.334915091267144,0.570795526724663
"WUE_T","Saline",0.0186071527766112,"7","US-A03","SPEI_48","WUE_T",0.516418511709172,0.399569646785732,0.63149922560104
"WUE_ET","Upland",0.0415774189771745,"7","US-A03","SPEI_48","WUE_ET",0.377486033710645,0.269497687483453,0.499176901228315
"WUE_T","Upland",0.0415774189771745,"7","US-A03","SPEI_48","WUE_T",0.442486836102939,0.327849963115823,0.563597339704297
"WUE_ET","Freshwater",0.0415774189771745,"7","US-A03","SPEI_48","WUE_ET",0.389617984674633,0.276872767534281,0.515542626136319
"WUE_T","Freshwater",0.0415774189771745,"7","US-A03","SPEI_48","WUE_T",0.455180329560665,0.336605331023318,0.579065068995577
"WUE_ET","Saline",0.0415774189771745,"7","US-A03","SPEI_48","WUE_ET",0.449309488999413,0.334278406097395,0.570030428157168
"WUE_T","Saline",0.0415774189771745,"7","US-A03","SPEI_48","WUE_T",0.516418111011804,0.399569329346804,0.631498786736733
"WUE_ET","Upland",0.0645476851777382,"7","US-A03","SPEI_48","WUE_ET",0.376844354695185,0.268987611565764,0.498459240567983
"WUE_T","Upland",0.0645476851777382,"7","US-A03","SPEI_48","WUE_T",0.442486453638119,0.327849689232213,0.563596882749245
"WUE_ET","Freshwater",0.0645476851777382,"7","US-A03","SPEI_48","WUE_ET",0.388968568708841,0.276354776950295,0.51482466983339
"WUE_T","Freshwater",0.0645476851777382,"7","US-A03","SPEI_48","WUE_T",0.455179945081965,0.336605068421641,0.579064599839606
"WUE_ET","Saline",0.0645476851777382,"7","US-A03","SPEI_48","WUE_ET",0.448633707624999,0.333698609725318,0.569330141622324
"WUE_T","Saline",0.0645476851777382,"7","US-A03","SPEI_48","WUE_T",0.516417723836584,0.399569018882315,0.631498366308242
"WUE_ET","Upland",0.087517951378302,"7","US-A03","SPEI_48","WUE_ET",0.376264902112252,0.268528200883655,0.497809529297583
"WUE_T","Upland",0.087517951378302,"7","US-A03","SPEI_48","WUE_T",0.442486084518522,0.327849421566811,0.563596445464485
"WUE_ET","Freshwater",0.087517951378302,"7","US-A03","SPEI_48","WUE_ET",0.388382092487879,0.275889037015908,0.514173614581239
"WUE_T","Freshwater",0.087517951378302,"7","US-A03","SPEI_48","WUE_T",0.455179574018742,0.336604812686984,0.579064149559663
"WUE_ET","Saline",0.087517951378302,"7","US-A03","SPEI_48","WUE_ET",0.448023231889617,0.333176754848394,0.56869533342084
"WUE_T","Saline",0.087517951378302,"7","US-A03","SPEI_48","WUE_T",0.516417350170861,0.399568715359707,0.631497964323587
"WUE_ET","Upland",0.110488217578866,"7","US-A03","SPEI_48","WUE_ET",0.375748428974585,0.268120318231687,0.49722830499837
"WUE_T","Upland",0.110488217578866,"7","US-A03","SPEI_48","WUE_T",0.442485728722946,0.327849160078418,0.563596027853741
"WUE_ET","Freshwater",0.110488217578866,"7","US-A03","SPEI_48","WUE_ET",0.387859329517348,0.275476443791478,0.513589995982782
"WUE_T","Freshwater",0.110488217578866,"7","US-A03","SPEI_48","WUE_T",0.455179216349686,0.336604563779063,0.579063718157849
"WUE_ET","Saline",0.110488217578866,"7","US-A03","SPEI_48","WUE_ET",0.447478925080043,0.332713881248715,0.568126587715318
"WUE_T","Saline",0.110488217578866,"7","US-A03","SPEI_48","WUE_T",0.516416989993181,0.399568418733485,0.631497580786934
"WUE_ET","Upland",0.133458483779429,"7","US-A03","SPEI_48","WUE_ET",0.375295625853686,0.267764785511629,0.496716020610824
"WUE_T","Upland",0.133458483779429,"7","US-A03","SPEI_48","WUE_T",0.442485386218469,0.327848904709737,0.563595629915331
"WUE_ET","Freshwater",0.133458483779429,"7","US-A03","SPEI_48","WUE_ET",0.387400989027157,0.275117850444264,0.513074265062055
"WUE_T","Freshwater",0.133458483779429,"7","US-A03","SPEI_48","WUE_T",0.455178872041701,0.336604321640787,0.579063305631439
