"site_name","water_class","coast_region","SPEI_timescale","n_months","baseline_WUE_T","mean_abs_pct_change","max_abs_pct_change","pct_months_decrease_10","pct_months_increase_10","pct_months_impacted_10","dry_threshold_observed","wet_threshold_observed"
"US-Snd","Upland","Pacific Coast","SPEI_12",55,3.52686852106508,17.605925270567,53.4094875946814,27.2727272727273,34.5454545454545,61.8181818181818,-1.14772108637056,1.03762421838328
"US-GCE","Saline","Atlantic Coast","SPEI_12",19,1.2969657149168,16.8457945131119,61.8010084075229,26.3157894736842,36.8421052631579,63.1578947368421,NA,NA
"US-HB1","Saline","Atlantic Coast","SPEI_12",47,1.47015842977073,16.8265924857585,65.6765543097073,25.531914893617,34.0425531914894,59.5744680851064,NA,1.04252361643165
"US-Tw4","Freshwater","Pacific Coast","SPEI_12",60,3.10612691029757,15.7803249935685,91.3608199264189,31.6666666666667,20,51.6666666666667,-2.45487454380122,1.03962425740723
"US-RRC","Freshwater","Atlantic Coast","SPEI_12",22,2.05642654160222,13.3320246833461,33.8424432185707,31.8181818181818,31.8181818181818,63.6363636363636,NA,NA
"US-ONA","Upland","Atlantic Coast","SPEI_12",43,5.02312035725413,12.7091408985149,44.5968269074171,25.5813953488372,25.5813953488372,51.1627906976744,-1.47796640315166,NA
"US-Myb","Freshwater","Pacific Coast","SPEI_12",82,2.68060267631496,12.1257853794993,35.6522781668066,25.609756097561,25.609756097561,51.219512195122,-2.27405108356932,1.03962425740723
"US-StJ","Saline","Atlantic Coast","SPEI_12",30,6.60112352153497,11.7865574679981,46.2087058964959,23.3333333333333,16.6666666666667,40,NA,1.16179445574327
"US-Tw1","Freshwater","Pacific Coast","SPEI_12",61,3.04000239440784,11.2403330665706,41.4996303329485,16.3934426229508,29.5081967213115,45.9016393442623,-1.01858710253544,1.03962425740723
"US-PHM","Saline","Atlantic Coast","SPEI_12",33,2.52267425751857,11.2213258685028,40.1561787635577,24.2424242424242,18.1818181818182,42.4242424242424,-1.51914848595089,2.31229617374055
"US-Ced","Upland","Atlantic Coast","SPEI_12",59,2.97433769774632,10.7132176808903,36.6667437225491,23.728813559322,15.2542372881356,38.9830508474576,-1.21098672630177,1.33936839859481
"US-Tw3","Freshwater","Pacific Coast","SPEI_12",6,3.56147929727239,8.92601680957707,15.4451140454323,33.3333333333333,16.6666666666667,50,NA,1.9239404179734
"US-HB3","Upland","Atlantic Coast","SPEI_12",34,4.25989847072715,8.70571806484908,36.1221352532271,11.7647058823529,20.5882352941176,32.3529411764706,NA,NA
"US-Atq","Freshwater","AK Coast","SPEI_24",26,1.06940827636576,69.844494586678,137.989903803959,69.2307692307692,30.7692307692308,100,NA,1.09076801838431
"US-Slt","Upland","Atlantic Coast","SPEI_24",85,2.23345073815039,64.569954431082,144.938509982947,43.5294117647059,50.5882352941176,94.1176470588235,NA,1.01057777449226
"US-SO3","Upland","Gulf Coast","SPEI_24",19,4.49647248170187,56.8196516224127,129.611649602379,73.6842105263158,26.3157894736842,100,NA,1.09899772789546
"US-Esm","Freshwater","Atlantic Coast","SPEI_24",50,0.556739649117172,56.0342664832373,251.962790880995,48,46,94,-1.03975157874779,1.56174302432093
"US-Brw","Upland","AK Coast","SPEI_24",25,2.59975046081578,44.7356480284404,227.190803261306,44,32,76,NA,NA
"US-SCg","Upland","Gulf Coast","SPEI_24",29,7.6325288147334,44.3113037105588,149.738467189493,37.9310344827586,41.3793103448276,79.3103448275862,-1.06952577745075,1.20329422346078
"US-Cms","Upland","AK Coast","SPEI_24",19,1.38352555907249,44.2105793780184,194.829726365401,52.6315789473684,36.8421052631579,89.4736842105263,NA,1.06597854468711
"US-CGG","Upland","Pacific Coast","SPEI_24",6,8.36907642288135,41.545168561869,66.5265554064458,50,33.3333333333333,83.3333333333333,NA,1.53470780634012
"US-SCs","Upland","Gulf Coast","SPEI_24",12,7.10477747100246,40.5107817667892,98.4665454122554,41.6666666666667,41.6666666666667,83.3333333333333,NA,1.22122570560402
"US-xSE","Upland","Atlantic Coast","SPEI_24",45,5.34291725696544,40.2203820044418,109.00006486675,42.2222222222222,46.6666666666667,88.8888888888889,-1.71660649306309,1.09607837342915
"US-SO2","Upland","Gulf Coast","SPEI_24",25,5.06237390892774,37.5167226688248,147.616601353777,60,28,88,NA,1.17031784482663
"US-A10","Saline","AK Coast","SPEI_24",31,3.10243266530838,35.4189012597412,127.791207018265,41.9354838709677,32.258064516129,74.1935483870968,NA,1.02932889080281
"US-xBA","Freshwater","AK Coast","SPEI_24",18,6.20430411609436,33.5215285728512,79.7992814878207,55.5555555555556,22.2222222222222,77.7777777777778,NA,1.04052382497703
"US-EDN","Saline","Pacific Coast","SPEI_24",40,1.31068656943088,31.9094543492121,121.127791354513,10,65,75,NA,NA
"US-Twt","Upland","Pacific Coast","SPEI_24",32,1.39563404255576,30.7244608353547,258.580999904206,28.125,31.25,59.375,-1.06950206961797,NA
"US-KS2","Upland","Atlantic Coast","SPEI_24",47,3.38456333288301,28.9145860441499,84.1152342195932,46.8085106382979,42.5531914893617,89.3617021276596,NA,1.05158021106845
"US-Elm","Freshwater","Atlantic Coast","SPEI_24",43,0.633167225464287,26.6933695536247,82.5992076428132,37.2093023255814,37.2093023255814,74.4186046511628,-1.79930577244496,1.04454717900941
"US-LA2","Freshwater","Atlantic Coast","SPEI_24",15,5.08477783346282,26.4341148761993,46.9086682647694,53.3333333333333,26.6666666666667,80,NA,1.28799118125528
"US-xSB","Upland","Atlantic Coast","SPEI_24",7,7.40930362436466,24.3804740018509,63.6396440077743,71.4285714285714,14.2857142857143,85.7142857142857,-1.20724831925786,1.88332717199375
"US-KS4","Saline","Atlantic Coast","SPEI_24",28,8.58416473529703,23.7438158869375,69.963963386611,35.7142857142857,28.5714285714286,64.2857142857143,NA,1.01180729669642
"US-A03","Saline","AK Coast","SPEI_24",18,3.0156029285604,23.3227427263858,61.1855055574133,33.3333333333333,38.8888888888889,72.2222222222222,NA,1.57765082198969
"US-NC4","Freshwater","Atlantic Coast","SPEI_24",78,2.65196209828828,20.1384196793617,75.0868760855339,39.7435897435897,34.6153846153846,74.3589743589744,-1.64847270606843,1.10285475483142
"US-Skr","Saline","Atlantic Coast","SPEI_24",95,2.84901337702118,18.5312271542628,63.6876154933188,46.3157894736842,20,66.3157894736842,-1.08514107110625,1.02903676887083
"US-MRf","Upland","Pacific Coast","SPEI_24",41,9.88881380838274,17.922018977439,43.9923770550838,39.0243902439024,29.2682926829268,68.2926829268293,NA,NA
"US-HB2","Upland","Atlantic Coast","SPEI_24",48,3.69555604551501,17.5751561497632,67.324475479569,18.75,37.5,56.25,NA,NA
"US-HB1","Saline","Atlantic Coast","SPEI_24",47,1.54596913474858,17.4318983781833,69.3489317259807,29.7872340425532,31.9148936170213,61.7021276595745,NA,1.49371271710159
"US-GCE","Saline","Atlantic Coast","SPEI_24",19,1.2969657149168,16.8457945131119,61.8010084075229,26.3157894736842,36.8421052631579,63.1578947368421,NA,NA
"US-Snd","Upland","Pacific Coast","SPEI_24",55,3.64996943190375,16.4866755782787,44.2019765958122,38.1818181818182,20,58.1818181818182,-1.06950206961797,NA
"US-Tw4","Freshwater","Pacific Coast","SPEI_24",41,3.243280675904,16.106485487352,86.0998919530425,39.0243902439024,12.1951219512195,51.219512195122,-1.37102748828493,1.26885419303809
"US-NGC","Upland","AK Coast","SPEI_24",4,5.69102159683124,15.8432651873941,41.7636503306785,0,50,50,NA,NA
"US-RRC","Freshwater","Atlantic Coast","SPEI_24",12,2.10946695264587,13.961476338597,30.5760963146879,41.6666666666667,33.3333333333333,75,-1.27886134496023,NA
"US-Myb","Freshwater","Pacific Coast","SPEI_24",82,2.60230884129178,13.0386184124448,38.4228954138025,19.5121951219512,36.5853658536585,56.0975609756098,-1.39614909930473,1.79225268154391
"US-ONA","Upland","Atlantic Coast","SPEI_24",43,5.02312035725413,12.4342321997508,42.4617942584049,30.2325581395349,18.6046511627907,48.8372093023256,-1.26852982862549,NA
"US-Tw1","Freshwater","Pacific Coast","SPEI_24",61,3.17650518679137,11.498755360915,38.7081195763587,21.3114754098361,29.5081967213115,50.8196721311475,-1.37102748828493,1.6149804027807
"US-LA3","Saline","Atlantic Coast","SPEI_24",21,5.33501757983963,11.3540753535361,30.1166878499982,23.8095238095238,23.8095238095238,47.6190476190476,-1.71714355149626,NA
"US-PHM","Saline","Atlantic Coast","SPEI_24",33,2.42623080919983,11.3050135204148,40.1561787635577,24.2424242424242,21.2121212121212,45.4545454545455,-1.00218995101381,1.77688434113431
"US-StJ","Saline","Atlantic Coast","SPEI_24",30,7.21118227232107,11.2730134878961,34.0266663600665,23.3333333333333,13.3333333333333,36.6666666666667,NA,1.1468108076365
"US-Ced","Upland","Atlantic Coast","SPEI_24",59,2.9737856087134,10.7024236920466,36.8044894281354,22.0338983050847,15.2542372881356,37.2881355932203,-1.35356010389047,1.17933346095304
"US-HB3","Upland","Atlantic Coast","SPEI_24",40,4.25157333790016,8.0972747596477,31.6780724720636,10,15,25,NA,1.74466496017318
"US-Atq","Freshwater","AK Coast","SPEI_36",26,0.814339900389989,73.2140442150047,195.794242086365,65.3846153846154,30.7692307692308,96.1538461538462,NA,1.04957799941978
"US-A10","Saline","AK Coast","SPEI_36",31,1.61925286536627,59.7977465900444,336.440099405742,32.258064516129,48.3870967741936,80.6451612903226,NA,1.0062733133753
"US-SO3","Upland","Gulf Coast","SPEI_36",26,3.51364859489037,57.5465376467991,172.486335861767,50,34.6153846153846,84.6153846153846,NA,NA
"US-Slt","Upland","Atlantic Coast","SPEI_36",85,2.38998547562711,57.3681582093696,136.715011521898,44.7058823529412,44.7058823529412,89.4117647058824,NA,1.01841128531578
"US-Esm","Freshwater","Atlantic Coast","SPEI_36",44,0.878571557618085,51.28740074782,123.034355025827,40.9090909090909,47.7272727272727,88.6363636363636,-1.01239818464677,1.0830187191507
"US-xSE","Upland","Atlantic Coast","SPEI_36",40,4.08655246548215,48.7239277034215,153.765144630523,35,55,90,-1.52194751184347,1.11096704612072
"US-SCg","Upland","Gulf Coast","SPEI_36",32,9.82131467789302,47.1808164083714,171.917310238438,40.625,40.625,81.25,-1.01043841838503,NA
"US-Cms","Upland","AK Coast","SPEI_36",19,1.38352555907249,44.6023242805572,194.829726365401,47.3684210526316,36.8421052631579,84.2105263157895,NA,NA
"US-Brw","Upland","AK Coast","SPEI_36",25,2.59975046081578,43.3006316805384,227.190803261306,44,32,76,NA,NA
"US-SCs","Upland","Gulf Coast","SPEI_36",15,9.37176415108275,42.2375964839541,157.61763164598,46.6666666666667,40,86.6666666666667,-1.1830080106052,NA
"US-CGG","Upland","Pacific Coast","SPEI_36",12,8.36907642288135,38.7925858624508,66.5265554064458,66.6666666666667,25,91.6666666666667,NA,1.15817753044052
"US-SO4","Upland","Gulf Coast","SPEI_36",3,10.9332712261188,38.3001327056374,57.4501990584561,66.6666666666667,33.3333333333333,100,NA,NA
"US-SO2","Upland","Gulf Coast","SPEI_36",25,5.3779745909163,38.2722257609473,133.085486165739,52,32,84,NA,1.14689552878511
"US-xBA","Freshwater","AK Coast","SPEI_36",7,3.82475642678964,32.701316993204,60.562659215417,42.8571428571429,42.8571428571429,85.7142857142857,NA,1.44182541154552
"US-KS2","Upland","Atlantic Coast","SPEI_36",47,3.55961878128872,28.9631438105619,81.4811392842546,48.936170212766,38.2978723404255,87.2340425531915,NA,NA
"US-LA2","Freshwater","Atlantic Coast","SPEI_36",34,4.64771633318819,26.5679721862192,58.5885717676705,47.0588235294118,32.3529411764706,79.4117647058823,NA,1.12678221346875
"US-Twt","Upland","Pacific Coast","SPEI_36",32,1.95359675361396,25.0900416230558,156.167425316518,34.375,25,59.375,-1.412851587022,NA
"US-Elm","Freshwater","Atlantic Coast","SPEI_36",34,0.67897373392585,24.9155445531187,60.5459949324599,47.0588235294118,38.2352941176471,85.2941176470588,-1.01807349723033,NA
"US-EDN","Saline","Pacific Coast","SPEI_36",35,1.48613599602412,24.128196228262,95.0220081013155,31.4285714285714,45.7142857142857,77.1428571428572,-1.87703451938295,1.15473836624358
"US-A03","Saline","AK Coast","SPEI_36",18,3.28544180799684,21.0161184285853,55.8265638955896,33.3333333333333,33.3333333333333,66.6666666666667,NA,1.03146292767933
"US-NC4","Freshwater","Atlantic Coast","SPEI_36",78,2.75293892254598,19.6829629660545,68.664751507496,46.1538461538462,25.6410256410256,71.7948717948718,-1.10412608179674,1.04694985065223
"US-Dix","Upland","Atlantic Coast","SPEI_36",6,3.60161730332089,19.1976853983204,33.506502543631,50,33.3333333333333,83.3333333333333,NA,NA
"US-Skr","Saline","Atlantic Coast","SPEI_36",95,2.7514498272939,18.6533191328663,59.159430930776,48.4210526315789,22.1052631578947,70.5263157894737,-1.01098542938492,NA
"US-Tw4","Freshwater","Pacific Coast","SPEI_36",51,3.26115446970578,18.5959137116975,54.5361043242615,45.0980392156863,17.6470588235294,62.7450980392157,-1.12091590783025,1.55524059610225
"US-HB1","Saline","Atlantic Coast","SPEI_36",47,1.50213243801398,18.3532437552745,73.1345018055008,23.4042553191489,34.0425531914894,57.4468085106383,NA,1.06885220019657
"US-MRf","Upland","Pacific Coast","SPEI_36",41,9.88881380838274,17.922018977439,43.9923770550838,39.0243902439024,29.2682926829268,68.2926829268293,NA,NA
"US-HB2","Upland","Atlantic Coast","SPEI_36",48,3.97433565899029,17.6422267267997,62.6379623551298,25,45.8333333333333,70.8333333333333,NA,1.13796278348392
"US-Snd","Upland","Pacific Coast","SPEI_36",55,3.76185664498886,16.4435807124421,60.3359788532565,25.4545454545455,32.7272727272727,58.1818181818182,-1.21260347795056,NA
"US-MCP","Freshwater","Pacific Coast","SPEI_36",12,8.25800320623835,14.9845933662662,40.9784984179736,25,16.6666666666667,41.6666666666667,NA,NA
"US-RRC","Freshwater","Atlantic Coast","SPEI_36",22,2.05642654160222,13.0294257689865,24.8300903187361,31.8181818181818,36.3636363636364,68.1818181818182,NA,NA
"US-GCE","Saline","Atlantic Coast","SPEI_36",13,1.27251682759073,12.5596823234928,28.6702372713907,23.0769230769231,38.4615384615385,61.5384615384615,NA,NA
"US-ONA","Upland","Atlantic Coast","SPEI_36",43,5.02312035725413,12.3813309521278,42.4617942584049,32.5581395348837,18.6046511627907,51.1627906976744,-1.21400129486521,NA
"US-Myb","Freshwater","Pacific Coast","SPEI_36",82,2.76685653619,12.0561974505042,32.8359777659353,23.1707317073171,28.0487804878049,51.219512195122,-1.1208410337555,1.61284433723724
"US-PHM","Saline","Atlantic Coast","SPEI_36",33,2.54352660031348,11.3526763177623,40.1561787635577,27.2727272727273,18.1818181818182,45.4545454545455,-1.13335101058011,1.60723516825393
"US-StJ","Saline","Atlantic Coast","SPEI_36",30,7.21118227232107,11.2322521092745,34.0266663600665,23.3333333333333,13.3333333333333,36.6666666666667,NA,1.35482549837614
"US-LA3","Saline","Atlantic Coast","SPEI_36",21,5.33501757983963,11.2081275460153,30.1166878499982,19.047619047619,28.5714285714286,47.6190476190476,NA,NA
"US-Ced","Upland","Atlantic Coast","SPEI_36",59,2.97663221905091,11.1098099570747,37.0382171063768,22.0338983050847,23.728813559322,45.7627118644068,NA,1.33913257479321
"US-Tw1","Freshwater","Pacific Coast","SPEI_36",61,3.1447495151746,11.0063960250948,38.5630902982748,22.9508196721311,22.9508196721311,45.9016393442623,-1.1208410337555,1.58074297358725
"US-HB3","Upland","Atlantic Coast","SPEI_36",40,4.38996565814316,9.18144349338727,36.1221352532271,12.5,22.5,35,NA,1.13796278348392
"US-Atq","Freshwater","AK Coast","SPEI_48",26,1.06940827636576,70.6460702112814,137.517379869147,65.3846153846154,30.7692307692308,96.1538461538462,NA,1.00337832946259
"US-SO3","Upland","Gulf Coast","SPEI_48",23,2.50355464215956,69.1027137223272,282.424739210665,56.5217391304348,43.4782608695652,100,NA,1.20424458710874
"US-Slt","Upland","Atlantic Coast","SPEI_48",85,2.37232300192326,60.5144243553451,149.611826313772,44.7058823529412,50.5882352941176,95.2941176470588,NA,1.26658331612053
"US-Esm","Freshwater","Atlantic Coast","SPEI_48",50,1.28658794859949,57.7957348317381,344.99638476107,44,42,86,-1.03478528361106,1.13592204076314
"US-A10","Saline","AK Coast","SPEI_48",31,2.14814709312946,48.6960048857127,228.984399524496,32.258064516129,54.8387096774194,87.0967741935484,NA,1.26624561057472
"US-xSE","Upland","Atlantic Coast","SPEI_48",40,3.95308000564316,47.0589742578507,181.760314829195,35,55,90,-1.03073122869941,NA
"US-Cms","Upland","AK Coast","SPEI_48",19,1.38352555907249,44.7021118510125,194.829726365401,52.6315789473684,36.8421052631579,89.4736842105263,NA,NA
"US-Brw","Upland","AK Coast","SPEI_48",25,2.73451475358346,43.2551049494486,227.190803261306,44,32,76,NA,NA
"US-SO4","Upland","Gulf Coast","SPEI_48",3,10.9332712261188,38.3001327056374,57.4501990584561,66.6666666666667,33.3333333333333,100,NA,NA
"US-SO2","Upland","Gulf Coast","SPEI_48",25,5.06237390892774,38.1685260840693,147.616601353777,64,32,96,NA,1.20424458710874
"US-SCg","Upland","Gulf Coast","SPEI_48",29,11.3273179486856,37.4549283032427,77.5717407592228,55.1724137931034,31.0344827586207,86.2068965517241,-1.03539134735588,NA
"US-CGG","Upland","Pacific Coast","SPEI_48",6,5.8686704175354,36.0400031630326,56.5295624943803,83.3333333333333,16.6666666666667,100,NA,1.19602006695746
"US-SCs","Upland","Gulf Coast","SPEI_48",12,10.2593527531447,35.3885088095854,87.8253065570177,50,33.3333333333333,83.3333333333333,-1.07507408923695,NA
"US-KS2","Upland","Atlantic Coast","SPEI_48",47,3.62622761610503,28.8843989832644,74.5905188649632,51.063829787234,38.2978723404255,89.3617021276596,NA,1.07013420514285
"US-Elm","Freshwater","Atlantic Coast","SPEI_48",43,0.662741420705631,27.0241551246713,83.497093809645,48.8372093023256,32.5581395348837,81.3953488372093,-1.09873442492724,NA
"US-LA2","Freshwater","Atlantic Coast","SPEI_48",34,4.64771633318819,26.7973806207099,62.4790619501922,47.0588235294118,29.4117647058824,76.4705882352941,NA,NA
"US-Twt","Upland","Pacific Coast","SPEI_48",32,2.11856774228875,24.8684819117792,136.219895399401,31.25,28.125,59.375,-2.18696972393263,NA
"US-xSB","Upland","Atlantic Coast","SPEI_48",7,7.44544445095892,24.4701613387906,63.8161402974822,71.4285714285714,14.2857142857143,85.7142857142857,-1.84220511082465,1.12067168760705
"US-EDN","Saline","Pacific Coast","SPEI_48",35,1.62142455616612,21.825374352373,78.7497451880081,37.1428571428571,37.1428571428571,74.2857142857143,-1.46016893290481,1.12053602885602
"US-HB2","Upland","Atlantic Coast","SPEI_48",18,3.70792139754324,21.4681211863213,57.2178123716908,22.2222222222222,50,72.2222222222222,NA,1.38754220608059
"US-A03","Saline","AK Coast","SPEI_48",18,3.28544180799684,21.0161184285853,55.8265638955896,33.3333333333333,33.3333333333333,66.6666666666667,NA,1.03933178951754
"US-NC4","Freshwater","Atlantic Coast","SPEI_48",78,2.916076976492,20.287780142804,59.2289102892981,55.1282051282051,14.1025641025641,69.2307692307692,-1.08067562998493,1.00397740547299
"US-HB1","Saline","Atlantic Coast","SPEI_48",21,1.36427902539383,20.0313920643446,67.569875982794,23.8095238095238,42.8571428571429,66.6666666666667,NA,1.11169744359426
"US-Skr","Saline","Atlantic Coast","SPEI_48",95,2.86373834333062,19.4459344402446,58.9188098063164,51.5789473684211,18.9473684210526,70.5263157894737,-1.11598563639723,NA
"US-MRf","Upland","Pacific Coast","SPEI_48",41,9.88881380838274,18.0100720373865,53.7793023081332,36.5853658536585,29.2682926829268,65.8536585365854,NA,NA
"US-Snd","Upland","Pacific Coast","SPEI_48",55,3.70807030253175,16.3024839259543,49.3390175454833,29.0909090909091,30.9090909090909,60,-1.08947308036406,NA
"US-Tw4","Freshwater","Pacific Coast","SPEI_48",60,3.10110811909968,15.681622088761,75.5405114726746,35,16.6666666666667,51.6666666666667,-1.02586094264949,1.17432351915303
"US-GCE","Saline","Atlantic Coast","SPEI_48",4,1.30214162598406,15.5717161469206,26.5932669658671,25,50,75,NA,NA
"US-MCP","Freshwater","Pacific Coast","SPEI_48",12,8.25800320623835,14.9845933662662,40.9784984179736,25,16.6666666666667,41.6666666666667,NA,NA
"US-RRC","Freshwater","Atlantic Coast","SPEI_48",19,2.13785861288276,13.4057606318256,24.8300903187361,42.1052631578947,26.3157894736842,68.421052631579,-1.04111607052896,1.06837189218683
"US-Myb","Freshwater","Pacific Coast","SPEI_48",82,2.54514784267579,12.6985138163274,36.3189016020635,18.2926829268293,31.7073170731707,50,-1.01680570847372,1.24138276394575
"US-ONA","Upland","Atlantic Coast","SPEI_48",43,5.02312035725413,12.3813309521278,42.4617942584049,32.5581395348837,18.6046511627907,51.1627906976744,-1.00452756658912,NA
"US-Tw1","Freshwater","Pacific Coast","SPEI_48",61,3.16864040994773,11.4913608014771,39.4837599859463,32.7868852459016,22.9508196721311,55.7377049180328,-2.19843916718873,1.18775259353913
"US-PHM","Saline","Atlantic Coast","SPEI_48",33,2.55089487458548,11.3516533059347,40.1561787635577,27.2727272727273,18.1818181818182,45.4545454545455,-1.18455011616927,1.14559298501398
"US-StJ","Saline","Atlantic Coast","SPEI_48",30,7.21118227232107,11.2730134878961,34.0266663600665,23.3333333333333,13.3333333333333,36.6666666666667,NA,1.25199386785833
"US-LA3","Saline","Atlantic Coast","SPEI_48",21,5.33501757983963,11.178399765579,30.1166878499982,23.8095238095238,28.5714285714286,52.3809523809524,-1.39037891614482,NA
"US-Ced","Upland","Atlantic Coast","SPEI_48",59,2.9513844097803,10.9510159421169,36.9694869392666,20.3389830508475,18.6440677966102,38.9830508474576,-1.18174545810079,NA
"US-Tw3","Freshwater","Pacific Coast","SPEI_48",4,4.50228037809282,9.23095161557608,17.7132551697485,0,25,25,NA,NA
"US-HB3","Upland","Atlantic Coast","SPEI_48",11,4.42247587979113,8.43248529941881,27.5548311628919,18.1818181818182,9.09090909090909,27.2727272727273,NA,1.348723831481
