"site_name","water_class","coast_region","SPEI_timescale","n_months","SPEI_slope","SPEI_cor","mean_WUE_T"
"US-EKN","Saline","Pacific Coast","SPEI_24",7,-0.66135383151666,-0.809957711273686,0.504991234955292
"US-EKN","Saline","Pacific Coast","SPEI_36",7,-0.41128548984484,-0.802156724843611,0.504991234955292
"US-EKN","Saline","Pacific Coast","SPEI_48",7,-0.498443122026388,-0.598332395640547,0.504991234955292
"US-EKP","Saline","Pacific Coast","SPEI_1",13,-0.098931166512457,-0.136761355691968,5.3370501409106
"US-EKP","Saline","Pacific Coast","SPEI_3",13,-0.223477608354854,-0.343316213547539,5.3370501409106
"US-EKP","Saline","Pacific Coast","SPEI_6",13,-0.38599536185865,-0.457234198073919,5.3370501409106
"US-EKP","Saline","Pacific Coast","SPEI_12",13,-0.1723841305603,-0.188460128014591,5.3370501409106
"US-EKP","Saline","Pacific Coast","SPEI_24",13,-0.222546206267476,-0.320251151894714,5.3370501409106
"US-EKP","Saline","Pacific Coast","SPEI_36",13,-0.309606455307281,-0.324067297659965,5.3370501409106
"US-EKP","Saline","Pacific Coast","SPEI_48",13,-0.563334730518257,-0.305733732159448,5.3370501409106
"US-Elm","Freshwater","Atlantic Coast","SPEI_1",43,-0.0288497440388997,-0.114997586577873,0.569467226712839
"US-Elm","Freshwater","Atlantic Coast","SPEI_3",43,-0.0104107279951563,-0.0409098088215957,0.569467226712839
"US-Elm","Freshwater","Atlantic Coast","SPEI_6",43,-0.009033697414583,-0.034961769385363,0.569467226712839
"US-Elm","Freshwater","Atlantic Coast","SPEI_12",43,-0.0177577157908147,-0.0761096207546548,0.569467226712839
"US-Elm","Freshwater","Atlantic Coast","SPEI_24",43,0.00302394599534789,0.0122187557318453,0.569467226712839
"US-Elm","Freshwater","Atlantic Coast","SPEI_36",43,0.0829167994655397,0.302037817599005,0.569467226712839
"US-Elm","Freshwater","Atlantic Coast","SPEI_48",43,0.144048910685229,0.444559016186808,0.569467226712839
"US-Esm","Freshwater","Atlantic Coast","SPEI_1",50,0.0663481694993305,0.102875919876498,1.00319387523327
"US-Esm","Freshwater","Atlantic Coast","SPEI_3",50,-0.00248457594785949,-0.004195843096843,1.00319387523327
"US-Esm","Freshwater","Atlantic Coast","SPEI_6",50,-0.0826314502341278,-0.143664026261851,1.00319387523327
"US-Esm","Freshwater","Atlantic Coast","SPEI_12",50,-0.0690324096656946,-0.115735797078041,1.00319387523327
"US-Esm","Freshwater","Atlantic Coast","SPEI_24",50,-0.0117540661188283,-0.0199662584726201,1.00319387523327
"US-Esm","Freshwater","Atlantic Coast","SPEI_36",50,0.0534983635528257,0.0798007397262265,1.00319387523327
"US-Esm","Freshwater","Atlantic Coast","SPEI_48",50,0.038349347171041,0.0609021529967349,1.00319387523327
"US-Fo1","Freshwater","AK Coast","SPEI_1",7,-6.83941464101024,-0.534082821772976,15.505485228464
"US-Fo1","Freshwater","AK Coast","SPEI_3",7,-4.35784922464901,-0.27602460442025,15.505485228464
"US-Fo1","Freshwater","AK Coast","SPEI_6",7,-6.81096787445455,-0.327846992123967,15.505485228464
"US-Fo1","Freshwater","AK Coast","SPEI_12",7,-7.2750355134464,-0.204677371199255,15.505485228464
"US-Fo1","Freshwater","AK Coast","SPEI_24",7,-4.15389172069679,-0.089961402271886,15.505485228464
"US-Fo1","Freshwater","AK Coast","SPEI_36",7,0.00548893997276171,0.000230127920542775,15.505485228464
"US-Fo1","Freshwater","AK Coast","SPEI_48",7,-7.6207678698132,-0.359177251016035,15.505485228464
"US-Fo2","Freshwater","AK Coast","SPEI_1",4,0.707123636069606,0.0394323886969799,14.5028696894443
"US-Fo2","Freshwater","AK Coast","SPEI_3",4,7.25887232106555,0.50675962916628,14.5028696894443
"US-Fo2","Freshwater","AK Coast","SPEI_6",4,9.43258279814484,0.510998343659283,14.5028696894443
"US-Fo2","Freshwater","AK Coast","SPEI_12",4,16.5391632156084,0.42530753933547,14.5028696894443
"US-Fo2","Freshwater","AK Coast","SPEI_24",4,-55.9575157755617,-0.771438043300203,14.5028696894443
"US-Fo2","Freshwater","AK Coast","SPEI_36",4,-40.111018671454,-0.588499298027821,14.5028696894443
